Kecamatan,year,CH_DJF,R10_DJF,R20_DJF,SPI_DJF,CH_JJA,R10_JJA,R20_JJA,SPI_JJA
Gunungguruh,1999,967.86,44.5,8.79,-0.05,168.81,6.24,3.73,-1.13
Gunungguruh,2000,1074.66,45.19,14.85,0.07,303.77,10.63,6.03,0.14
Gunungguruh,2001,1064.1,49.88,17.43,0.65,343.19,12.65,5.36,0.28
Gunungguruh,2002,827.14,32.73,13.63,0.06,298.84,8.78,5.59,-0.36
Gunungguruh,2003,816.91,34.57,7.78,-1.59,176.03,5.45,2.6,-1.84
Gunungguruh,2004,867.61,39.11,7.58,-0.53,278.53,12.98,4.06,-0.27
Gunungguruh,2005,1151.85,51.73,20.47,-0.02,537.52,18.72,11.25,0.26
Gunungguruh,2006,1096.07,55.51,10.99,-0.1,172.21,6.77,2.37,-0.76
Gunungguruh,2007,925.34,39.7,12.84,-1.24,300.29,10.95,4.89,0.05
Gunungguruh,2008,1489.62,54.4,25.6,1.82,193.78,7.0,3.96,-1.02
Gunungguruh,2009,1022.5,43.11,14.66,0.19,255.61,9.76,5.13,0.02
Gunungguruh,2010,1017.42,46.61,10.42,-0.14,865.79,30.0,17.16,1.23
Gunungguruh,2011,744.28,33.83,3.97,-1.08,214.03,7.39,3.32,-0.38
Gunungguruh,2012,847.94,34.5,7.55,-0.36,197.48,6.72,1.7,-0.28
Gunungguruh,2013,1167.52,51.5,20.04,1.0,690.51,22.81,13.84,1.43
Gunungguruh,2014,1483.25,56.18,31.6,1.37,618.77,20.46,11.74,0.86
Gunungguruh,2015,1155.54,51.07,22.59,0.25,146.1,5.42,1.6,-1.43
Gunungguruh,2016,972.37,43.53,13.03,-0.89,964.28,33.72,19.53,2.05
Gunungguruh,2017,774.75,30.86,7.64,0.61,416.68,15.8,8.85,0.69
Gunungguruh,2018,842.82,38.08,8.25,0.27,152.28,6.36,2.59,-0.84
Gunungguruh,2019,862.98,38.98,6.5,-0.31,96.2,3.83,0.71,-1.44
Gunungguruh,2020,1129.56,45.34,20.4,-0.37,389.02,10.89,4.84,0.56
Gunungguruh,2021,1009.11,39.69,15.14,0.01,528.19,20.64,9.75,0.53
Gunungguruh,2022,792.49,34.78,6.2,0.41,682.47,25.78,11.98,0.93
Gunungguruh,2023,918.02,37.85,7.55,0.49,275.22,10.57,3.38,-0.31
Gunungguruh,2024,818.58,40.51,5.16,-0.65,430.36,14.79,8.11,0.17
Gunungguruh,2025,1030.74,40.19,13.6,0.96,840.05,33.02,18.8,1.32
Gunungguruh,2026,423.35,19.46,8.28,0.83,,,,
Jampang Tengah,1996,598.52,27.81,3.3,,322.53,12.01,6.05,-0.58
Jampang Tengah,1997,1154.42,41.72,23.49,0.14,134.79,5.72,3.46,-1.09
Jampang Tengah,1998,763.05,31.95,10.29,-1.8,657.55,27.54,13.9,0.98
Jampang Tengah,1999,1014.91,45.29,9.77,0.34,171.22,5.41,3.11,-0.96
Jampang Tengah,2000,1084.4,45.97,15.53,0.15,261.7,11.52,3.95,0.02
Jampang Tengah,2001,1028.2,44.93,16.71,0.59,346.52,13.97,6.67,0.35
Jampang Tengah,2002,767.71,28.6,12.11,0.01,295.43,7.9,4.19,-0.42
Jampang Tengah,2003,827.71,38.56,10.8,-1.2,152.25,5.09,2.42,-1.79
Jampang Tengah,2004,876.52,38.71,8.9,-0.37,271.76,12.27,3.39,-0.36
Jampang Tengah,2005,1201.49,52.15,21.1,0.25,524.28,19.34,10.28,0.31
Jampang Tengah,2006,1062.64,55.48,11.87,-0.1,173.86,7.18,2.02,-0.7
Jampang Tengah,2007,953.3,42.79,14.33,-1.08,280.13,11.68,5.1,0.04
Jampang Tengah,2008,1593.23,54.92,31.18,2.13,165.49,7.34,3.56,-1.3
Jampang Tengah,2009,1013.99,42.69,16.34,0.34,255.86,9.12,3.59,0.05
Jampang Tengah,2010,1006.99,49.27,11.6,0.03,851.93,35.13,16.18,1.43
Jampang Tengah,2011,771.48,34.19,4.9,-0.79,201.29,8.43,3.12,-0.47
Jampang Tengah,2012,889.61,37.71,7.37,-0.1,184.17,7.13,2.02,-0.38
Jampang Tengah,2013,1155.56,50.35,20.02,0.96,684.4,24.12,12.88,1.38
Jampang Tengah,2014,1423.32,50.28,30.76,1.12,617.7,19.17,11.91,0.78
Jampang Tengah,2015,1099.51,51.06,20.13,0.23,149.27,4.85,1.99,-1.34
Jampang Tengah,2016,949.4,42.82,11.31,-0.94,995.92,32.85,19.92,2.09
Jampang Tengah,2017,716.71,27.89,5.21,0.55,451.66,16.62,11.05,0.8
Jampang Tengah,2018,790.04,35.51,8.44,0.14,165.71,6.38,2.71,-0.77
Jampang Tengah,2019,813.0,37.93,4.62,-0.57,101.67,4.36,1.82,-1.52
Jampang Tengah,2020,1073.36,45.88,20.4,-0.53,393.38,11.51,4.98,0.65
Jampang Tengah,2021,975.93,36.49,13.59,-0.04,514.86,18.46,8.17,0.48
Jampang Tengah,2022,765.74,28.91,4.88,0.26,697.26,28.45,12.61,0.96
Jampang Tengah,2023,864.88,32.99,8.47,0.03,288.88,9.87,6.07,-0.25
Jampang Tengah,2024,770.32,33.3,4.44,-0.88,462.68,16.51,8.43,0.4
Jampang Tengah,2025,988.64,38.85,12.32,0.92,791.66,30.34,20.11,1.18
Jampang Tengah,2026,430.1,16.93,9.74,0.6,,,,
Jampangkulon,1996,569.8,28.45,5.8,,342.06,11.59,5.55,-0.45
Jampangkulon,1997,1230.79,43.22,23.51,0.25,150.81,6.23,3.27,-1.13
Jampangkulon,1998,715.38,30.88,7.7,-2.16,660.64,25.91,12.46,0.9
Jampangkulon,1999,1068.36,48.78,14.72,0.43,193.83,5.54,3.42,-0.91
Jampangkulon,2000,1048.75,44.02,14.65,-0.11,244.99,8.96,4.06,-0.14
Jampangkulon,2001,962.08,41.96,14.78,0.01,359.84,14.03,9.39,0.25
Jampangkulon,2002,744.32,28.71,13.09,-0.2,300.26,8.12,5.04,-0.47
Jampangkulon,2003,833.94,37.59,12.05,-0.99,144.16,5.93,1.55,-1.76
Jampangkulon,2004,915.57,38.45,11.24,-0.35,313.54,12.79,4.25,-0.45
Jampangkulon,2005,1199.84,48.62,24.05,0.34,627.2,21.64,11.64,0.52
Jampangkulon,2006,1012.11,47.78,11.84,-0.3,180.0,7.29,3.27,-0.73
Jampangkulon,2007,996.08,46.79,15.11,-1.05,300.03,11.09,5.8,0.03
Jampangkulon,2008,1621.15,54.98,33.7,1.78,168.03,7.37,3.96,-1.27
Jampangkulon,2009,1038.54,43.12,22.14,0.3,265.03,9.12,5.75,0.06
Jampangkulon,2010,945.14,45.25,11.95,-0.2,932.49,37.74,20.87,1.57
Jampangkulon,2011,831.02,36.05,7.28,-0.44,208.25,7.2,3.39,-0.5
Jampangkulon,2012,923.17,35.2,9.13,-0.06,186.59,6.2,2.07,-0.48
Jampangkulon,2013,1189.94,46.72,21.04,0.95,711.9,24.24,14.27,1.32
Jampangkulon,2014,1451.47,50.14,28.63,1.18,694.91,17.06,12.0,0.68
Jampangkulon,2015,1096.97,48.21,20.76,0.38,158.43,5.1,0.98,-1.18
Jampangkulon,2016,978.41,45.0,10.61,-0.79,1184.96,37.08,24.74,2.29
Jampangkulon,2017,752.06,31.44,5.9,0.76,488.31,14.58,9.75,0.86
Jampangkulon,2018,808.72,36.33,9.0,0.12,182.29,6.47,3.12,-0.67
Jampangkulon,2019,776.22,35.65,7.9,-0.76,101.25,3.17,1.18,-1.57
Jampangkulon,2020,1127.92,46.6,24.63,-0.4,463.1,15.56,9.46,0.77
Jampangkulon,2021,1078.26,41.45,17.87,0.59,512.05,20.3,9.29,0.41
Jampangkulon,2022,807.84,34.89,7.05,0.29,703.24,27.47,13.97,0.87
Jampangkulon,2023,929.9,37.91,11.99,0.18,296.45,9.79,4.86,-0.37
Jampangkulon,2024,751.38,35.34,4.93,-1.17,507.18,19.3,9.81,0.45
Jampangkulon,2025,1090.18,38.87,15.85,1.27,776.55,28.65,15.94,1.03
Jampangkulon,2026,454.85,18.24,8.49,0.42,,,,
Kabandungan,1996,691.53,34.2,9.79,,483.68,18.9,9.03,-0.6
Kabandungan,1997,1414.67,44.09,27.09,0.41,140.55,4.81,2.11,-1.31
Kabandungan,1998,832.81,35.58,11.62,-1.51,746.71,32.1,12.29,1.07
Kabandungan,1999,1094.86,43.78,19.89,-0.14,211.91,7.89,4.4,-1.28
Kabandungan,2000,1224.55,48.09,18.43,-0.06,401.87,13.11,5.03,0.27
Kabandungan,2001,1161.94,47.74,22.83,0.52,415.55,18.11,6.64,0.27
Kabandungan,2002,878.88,37.59,14.37,-0.12,399.86,16.34,7.85,-0.19
Kabandungan,2003,879.56,41.9,8.29,-1.61,211.84,6.47,4.55,-1.99
Kabandungan,2004,1031.38,43.28,14.39,-0.31,329.68,13.34,4.36,-0.2
Kabandungan,2005,1329.0,59.56,27.4,0.21,709.54,23.24,13.29,0.55
Kabandungan,2006,1158.25,53.21,15.9,-0.4,221.13,11.14,4.72,-0.94
Kabandungan,2007,1103.12,48.57,18.97,-0.74,370.03,13.06,4.09,-0.05
Kabandungan,2008,1786.39,60.36,33.48,2.21,266.93,9.27,6.05,-0.76
Kabandungan,2009,1226.88,52.57,21.12,0.44,316.19,10.9,6.65,0.1
Kabandungan,2010,1185.54,54.07,15.11,0.15,1011.92,38.35,22.22,1.28
Kabandungan,2011,868.52,40.0,6.54,-0.89,285.48,12.2,6.69,-0.35
Kabandungan,2012,1008.54,44.74,7.91,-0.12,226.28,9.6,1.95,-0.3
Kabandungan,2013,1295.34,53.2,24.86,0.98,774.26,26.79,15.79,1.11
Kabandungan,2014,1703.74,61.97,38.87,1.52,678.59,23.27,14.43,0.63
Kabandungan,2015,1249.72,50.5,28.05,0.07,184.42,4.43,2.98,-1.43
Kabandungan,2016,1077.38,47.05,19.35,-1.04,1006.91,35.1,19.07,1.74
Kabandungan,2017,870.8,39.03,10.67,0.76,613.97,23.4,14.33,1.11
Kabandungan,2018,944.89,42.2,14.29,-0.04,209.14,7.81,2.86,-0.75
Kabandungan,2019,947.08,42.83,8.16,-0.37,130.06,4.24,1.35,-1.35
Kabandungan,2020,1219.95,48.88,25.4,-0.45,497.73,17.89,7.61,0.38
Kabandungan,2021,1123.02,49.21,20.95,-0.2,632.44,22.57,9.45,0.55
Kabandungan,2022,885.57,38.33,9.74,0.23,822.81,34.53,13.01,0.95
Kabandungan,2023,1017.21,43.12,14.43,0.23,430.48,15.21,8.54,-0.14
Kabandungan,2024,905.03,40.65,9.84,-0.67,473.76,17.9,8.37,0.2
Kabandungan,2025,1101.07,43.49,18.43,0.77,1036.67,38.89,21.76,1.43
Kabandungan,2026,508.61,20.62,11.81,0.46,,,,
Kadudampit,1996,742.4,35.9,9.65,,344.4,11.88,6.12,-0.67
Kadudampit,1997,1399.23,43.97,28.68,0.0,138.6,4.82,2.12,-1.02
Kadudampit,1998,924.72,36.59,15.62,-0.93,672.28,26.27,13.02,1.19
Kadudampit,1999,1115.6,46.17,19.85,-0.08,162.3,6.26,2.04,-1.28
Kadudampit,2000,1222.26,47.96,24.67,0.0,336.57,11.78,7.0,0.29
Kadudampit,2001,1251.4,49.91,25.4,0.72,353.37,13.33,6.74,0.23
Kadudampit,2002,1013.42,40.11,17.68,0.18,313.51,12.63,5.36,-0.36
Kadudampit,2003,962.17,41.46,14.32,-1.63,182.38,5.6,3.59,-1.94
Kadudampit,2004,1034.49,47.02,14.79,-0.41,284.57,10.14,4.05,-0.15
Kadudampit,2005,1350.03,58.77,26.36,-0.01,589.75,16.77,9.57,0.33
Kadudampit,2006,1313.67,59.8,19.26,-0.01,179.27,6.91,1.74,-0.77
Kadudampit,2007,1095.75,44.78,21.25,-1.18,320.61,10.48,5.48,0.07
Kadudampit,2008,1810.82,62.03,34.13,2.11,218.44,6.62,4.06,-0.86
Kadudampit,2009,1254.49,55.79,24.4,0.34,279.22,10.23,4.18,0.13
Kadudampit,2010,1219.2,56.19,19.34,-0.09,878.99,29.33,16.4,1.24
Kadudampit,2011,897.14,40.22,8.19,-1.02,234.67,8.46,4.42,-0.31
Kadudampit,2012,1004.06,40.46,8.73,-0.27,219.79,7.92,2.31,-0.22
Kadudampit,2013,1335.6,55.77,25.44,0.85,679.24,24.13,12.77,1.38
Kadudampit,2014,1774.28,62.72,37.48,1.49,603.79,18.95,12.47,0.81
Kadudampit,2015,1352.74,50.59,25.73,0.1,157.78,5.19,2.46,-1.47
Kadudampit,2016,1117.86,49.49,20.01,-1.0,935.1,33.25,19.54,1.95
Kadudampit,2017,906.28,40.01,10.42,0.52,392.12,16.62,7.83,0.55
Kadudampit,2018,994.04,41.88,12.81,0.22,159.4,5.43,2.02,-0.81
Kadudampit,2019,1016.66,45.81,12.63,-0.28,104.12,4.35,0.35,-1.37
Kadudampit,2020,1302.62,52.64,25.94,-0.55,368.71,10.43,6.4,0.4
Kadudampit,2021,1183.77,47.26,19.16,-0.1,547.58,20.63,10.6,0.53
Kadudampit,2022,915.99,42.37,9.73,0.31,712.75,26.24,12.78,0.98
Kadudampit,2023,1082.74,43.34,13.84,0.48,279.92,10.73,3.9,-0.3
Kadudampit,2024,945.99,45.48,10.9,-0.8,425.53,15.73,8.88,0.05
Kadudampit,2025,1174.67,47.49,17.84,0.81,881.13,33.61,18.85,1.37
Kadudampit,2026,479.34,21.71,9.71,0.63,,,,
Kalapanunggal,1996,654.59,31.34,8.61,,457.35,18.78,8.75,-0.54
Kalapanunggal,1997,1325.6,42.28,26.44,0.37,136.69,4.23,2.12,-1.27
Kalapanunggal,1998,789.37,33.81,10.2,-1.44,684.81,29.16,11.1,1.07
Kalapanunggal,1999,1027.38,42.78,17.04,-0.2,189.03,6.46,4.14,-1.29
Kalapanunggal,2000,1171.65,46.62,17.98,-0.04,367.73,13.62,5.28,0.26
Kalapanunggal,2001,1117.73,46.17,20.93,0.58,373.28,15.77,6.52,0.22
Kalapanunggal,2002,852.42,37.34,14.35,-0.06,365.0,16.27,7.35,-0.23
Kalapanunggal,2003,839.22,37.7,7.76,-1.64,186.11,6.48,4.71,-1.99
Kalapanunggal,2004,969.7,39.99,12.18,-0.31,307.42,13.83,3.23,-0.22
Kalapanunggal,2005,1244.41,55.68,24.59,0.12,648.55,21.01,12.48,0.51
Kalapanunggal,2006,1121.4,52.18,13.63,-0.36,198.55,10.06,4.14,-0.95
Kalapanunggal,2007,1053.63,46.67,18.46,-0.79,341.39,12.27,3.86,-0.03
Kalapanunggal,2008,1701.08,57.74,31.25,2.21,235.32,8.56,5.71,-0.85
Kalapanunggal,2009,1160.65,49.1,19.61,0.43,293.46,10.89,6.68,0.12
Kalapanunggal,2010,1120.1,53.66,12.73,0.04,929.73,34.72,18.68,1.29
Kalapanunggal,2011,818.56,37.0,5.75,-0.97,261.37,10.37,5.18,-0.33
Kalapanunggal,2012,954.86,41.4,7.59,-0.15,209.94,8.95,1.5,-0.33
Kalapanunggal,2013,1241.72,52.38,22.09,0.99,721.85,24.46,14.67,1.16
Kalapanunggal,2014,1639.1,60.82,36.37,1.55,641.57,22.79,13.89,0.68
Kalapanunggal,2015,1210.67,48.62,23.97,0.12,177.0,4.05,3.0,-1.4
Kalapanunggal,2016,1025.01,46.86,17.0,-1.02,958.52,34.07,18.63,1.81
Kalapanunggal,2017,824.67,37.67,8.4,0.7,544.66,21.33,12.3,1.01
Kalapanunggal,2018,909.78,42.48,12.91,0.06,187.14,7.23,1.98,-0.75
Kalapanunggal,2019,915.6,41.03,7.21,-0.32,113.43,4.28,1.18,-1.36
Kalapanunggal,2020,1173.9,46.98,22.96,-0.39,453.97,16.1,7.42,0.4
Kalapanunggal,2021,1072.25,44.86,18.11,-0.16,584.06,19.96,9.95,0.55
Kalapanunggal,2022,840.34,35.19,8.33,0.19,760.9,31.19,11.21,0.97
Kalapanunggal,2023,970.08,40.13,13.45,0.23,386.32,14.03,7.03,-0.09
Kalapanunggal,2024,858.82,38.08,8.09,-0.71,441.89,16.66,7.72,0.14
Kalapanunggal,2025,1052.86,42.91,16.83,0.79,970.12,38.72,19.02,1.44
Kalapanunggal,2026,496.47,21.12,11.13,0.55,,,,
Kalibunder,1996,575.07,27.68,4.98,,332.83,12.31,6.12,-0.48
Kalibunder,1997,1169.39,46.26,22.34,0.16,160.51,6.16,3.07,-1.04
Kalibunder,1998,693.66,27.96,5.84,-2.17,684.06,24.8,12.74,0.91
Kalibunder,1999,1064.17,48.38,15.73,0.49,185.48,5.34,4.52,-0.94
Kalibunder,2000,1052.29,45.24,16.93,-0.03,241.71,8.72,3.54,-0.15
Kalibunder,2001,944.37,41.56,13.14,0.06,360.13,15.31,7.74,0.27
Kalibunder,2002,749.54,28.52,12.92,-0.1,296.3,6.89,4.45,-0.51
Kalibunder,2003,839.01,38.83,12.09,-0.95,149.77,4.48,2.03,-1.74
Kalibunder,2004,915.28,39.88,11.0,-0.27,316.05,13.01,4.52,-0.41
Kalibunder,2005,1194.78,49.64,22.13,0.34,615.63,21.04,12.69,0.47
Kalibunder,2006,1005.56,48.53,12.32,-0.31,181.08,6.54,3.21,-0.67
Kalibunder,2007,996.31,45.91,13.67,-1.05,296.72,10.0,7.08,0.03
Kalibunder,2008,1622.13,56.26,31.13,1.8,162.08,6.15,3.66,-1.31
Kalibunder,2009,1040.66,44.72,21.6,0.4,273.53,9.95,5.14,0.13
Kalibunder,2010,962.27,46.67,11.42,-0.07,932.16,37.56,21.02,1.59
Kalibunder,2011,831.95,38.36,7.7,-0.4,204.24,7.02,3.0,-0.51
Kalibunder,2012,917.15,36.82,8.05,0.01,194.81,7.17,2.68,-0.41
Kalibunder,2013,1184.58,46.85,19.88,0.94,724.46,26.26,14.08,1.39
Kalibunder,2014,1463.75,49.77,28.47,1.18,713.56,18.46,12.29,0.73
Kalibunder,2015,1112.3,47.75,22.49,0.47,160.26,6.26,1.41,-1.16
Kalibunder,2016,961.12,43.41,10.26,-0.83,1172.74,36.43,24.72,2.24
Kalibunder,2017,725.29,30.63,5.3,0.66,486.11,14.84,9.14,0.81
Kalibunder,2018,790.77,34.99,7.5,0.13,177.08,7.16,2.89,-0.71
Kalibunder,2019,749.05,33.67,6.9,-0.83,100.17,2.72,1.29,-1.59
Kalibunder,2020,1098.34,45.8,22.05,-0.52,457.65,15.33,8.02,0.81
Kalibunder,2021,1061.76,41.2,17.29,0.55,512.41,18.67,9.14,0.43
Kalibunder,2022,794.19,33.81,6.01,0.32,698.16,26.91,12.21,0.85
Kalibunder,2023,904.25,34.57,11.23,0.14,283.2,8.51,5.11,-0.43
Kalibunder,2024,719.31,35.3,4.23,-1.28,483.87,17.89,9.27,0.33
Kalibunder,2025,1030.26,38.47,15.5,1.04,773.73,29.77,16.62,1.03
Kalibunder,2026,428.08,16.92,8.86,0.37,,,,
Kebonpedes,1996,674.34,31.43,8.83,,356.99,14.16,6.84,-0.72
Kebonpedes,1997,1231.91,42.43,25.39,0.1,134.02,5.44,1.32,-1.1
Kebonpedes,1998,861.98,35.05,11.18,-1.06,692.84,27.05,13.25,1.19
Kebonpedes,1999,1029.69,44.8,14.6,0.01,168.61,6.0,3.27,-1.2
Kebonpedes,2000,1103.64,46.73,17.92,0.02,337.2,9.93,7.19,0.21
Kebonpedes,2001,1137.51,53.39,22.69,0.79,375.52,13.57,7.72,0.31
Kebonpedes,2002,893.87,36.73,14.05,0.2,307.54,10.69,6.16,-0.42
Kebonpedes,2003,852.54,35.96,8.14,-1.61,184.58,5.74,2.32,-1.8
Kebonpedes,2004,917.63,41.85,11.54,-0.5,293.33,12.21,5.02,-0.15
Kebonpedes,2005,1183.04,51.42,21.64,-0.06,582.62,16.79,9.75,0.31
Kebonpedes,2006,1172.58,56.36,11.49,0.05,183.55,7.75,3.94,-0.75
Kebonpedes,2007,964.86,41.2,16.97,-1.26,309.75,11.38,5.33,0.06
Kebonpedes,2008,1545.14,55.84,29.6,1.86,203.5,6.84,3.87,-1.03
Kebonpedes,2009,1093.52,45.28,17.8,0.3,268.11,9.52,5.39,0.07
Kebonpedes,2010,1070.98,48.83,11.13,-0.15,908.03,28.1,18.76,1.25
Kebonpedes,2011,792.94,33.83,4.7,-1.0,228.6,8.77,4.16,-0.34
Kebonpedes,2012,900.32,37.21,7.63,-0.26,221.84,7.28,2.62,-0.23
Kebonpedes,2013,1224.58,55.49,22.61,1.01,726.37,24.01,14.53,1.5
Kebonpedes,2014,1547.87,58.53,35.57,1.33,652.55,19.55,11.17,0.9
Kebonpedes,2015,1199.48,49.76,20.81,0.2,150.38,6.22,1.94,-1.44
Kebonpedes,2016,993.04,45.08,12.67,-1.01,995.14,36.13,20.53,1.96
Kebonpedes,2017,813.75,33.05,9.68,0.47,406.61,12.73,7.88,0.55
Kebonpedes,2018,898.76,41.04,10.46,0.29,165.64,6.59,2.16,-0.8
Kebonpedes,2019,886.44,40.23,6.62,-0.45,99.49,2.81,0.43,-1.43
Kebonpedes,2020,1164.01,45.88,21.44,-0.46,390.22,10.38,5.9,0.51
Kebonpedes,2021,1040.1,39.18,16.45,-0.08,547.36,19.29,12.23,0.49
Kebonpedes,2022,822.79,38.5,5.71,0.43,690.94,24.58,12.69,0.94
Kebonpedes,2023,965.12,38.67,9.96,0.54,291.19,10.01,5.05,-0.3
Kebonpedes,2024,845.46,39.99,6.21,-0.83,440.37,15.21,9.54,0.06
Kebonpedes,2025,1064.06,43.09,13.33,0.85,874.93,31.89,21.0,1.35
Kebonpedes,2026,419.47,17.54,8.53,0.77,,,,
Lembursitu,1996,626.82,30.4,6.91,,344.73,14.71,6.86,-0.63
Lembursitu,1997,1168.45,41.99,22.62,0.06,143.11,5.71,2.27,-1.04
Lembursitu,1998,817.63,32.62,10.73,-1.15,676.97,25.13,13.85,1.12
Lembursitu,1999,996.59,45.55,9.75,0.0,176.48,6.53,3.81,-1.12
Lembursitu,2000,1092.32,46.08,15.85,0.06,313.14,10.46,6.02,0.15
Lembursitu,2001,1085.7,49.99,19.36,0.69,354.77,12.74,5.52,0.31
Lembursitu,2002,849.43,34.61,12.94,0.12,309.65,8.6,5.85,-0.35
Lembursitu,2003,842.39,35.89,8.91,-1.56,175.36,5.0,2.37,-1.83
Lembursitu,2004,892.3,41.2,7.35,-0.51,287.06,13.23,4.8,-0.25
Lembursitu,2005,1186.55,53.26,20.97,0.04,543.19,19.32,10.99,0.25
Lembursitu,2006,1124.68,56.55,11.65,-0.04,178.05,7.79,3.51,-0.74
Lembursitu,2007,948.49,40.74,13.95,-1.23,305.1,10.63,4.59,0.05
Lembursitu,2008,1513.91,56.04,27.09,1.84,194.8,6.76,4.46,-1.06
Lembursitu,2009,1040.88,42.23,15.92,0.2,258.44,10.09,5.24,0.04
Lembursitu,2010,1046.42,48.66,10.34,-0.1,895.79,30.09,18.89,1.25
Lembursitu,2011,760.42,34.26,4.77,-1.06,219.15,8.19,3.33,-0.38
Lembursitu,2012,869.25,36.64,7.88,-0.35,203.29,6.86,1.85,-0.28
Lembursitu,2013,1185.3,52.32,20.59,1.0,711.6,22.92,14.78,1.45
Lembursitu,2014,1493.99,56.23,31.9,1.3,640.53,20.23,11.68,0.87
Lembursitu,2015,1173.31,52.09,22.65,0.27,149.55,5.99,1.71,-1.43
Lembursitu,2016,986.96,44.97,13.89,-0.93,993.8,34.52,19.64,2.03
Lembursitu,2017,785.84,33.74,7.28,0.59,429.43,15.28,8.38,0.68
Lembursitu,2018,849.67,38.13,7.74,0.26,160.12,6.9,2.29,-0.83
Lembursitu,2019,866.76,39.4,5.96,-0.43,95.96,3.42,0.68,-1.49
Lembursitu,2020,1146.37,46.53,20.7,-0.42,395.76,10.69,4.63,0.57
Lembursitu,2021,1017.58,39.49,14.95,-0.04,538.5,19.48,10.56,0.52
Lembursitu,2022,803.25,36.51,5.08,0.4,699.57,26.78,12.12,0.94
Lembursitu,2023,926.86,37.21,8.8,0.46,281.73,10.12,3.74,-0.33
Lembursitu,2024,830.7,41.63,5.51,-0.7,445.64,14.99,8.86,0.18
Lembursitu,2025,1040.83,39.82,13.06,0.93,853.98,33.4,19.64,1.28
Lembursitu,2026,422.6,20.26,8.58,0.81,,,,
Lengkong,1996,597.53,29.52,4.44,,339.23,11.7,6.21,-0.58
Lengkong,1997,1225.24,40.3,24.07,0.27,138.77,5.66,3.37,-1.17
Lengkong,1998,760.6,31.89,9.74,-1.92,656.27,27.55,13.66,0.9
Lengkong,1999,1005.69,42.42,12.66,0.22,181.86,5.01,3.01,-0.94
Lengkong,2000,1048.12,42.82,15.54,-0.15,269.06,11.64,3.4,-0.03
Lengkong,2001,1018.11,44.86,15.51,0.34,351.85,14.06,6.99,0.26
Lengkong,2002,745.14,28.8,11.2,-0.14,318.59,11.6,6.88,-0.37
Lengkong,2003,831.55,38.03,8.56,-1.14,158.11,5.95,2.26,-1.76
Lengkong,2004,890.56,39.7,9.12,-0.39,287.62,12.62,3.28,-0.41
Lengkong,2005,1227.58,52.26,22.53,0.29,582.32,21.96,9.61,0.44
Lengkong,2006,1044.66,53.59,11.79,-0.2,180.75,7.73,2.61,-0.75
Lengkong,2007,969.75,43.3,14.67,-1.03,294.63,12.48,4.66,0.05
Lengkong,2008,1644.21,54.68,32.54,2.07,175.8,7.94,3.74,-1.23
Lengkong,2009,1043.57,43.09,20.18,0.37,265.1,10.3,3.99,0.05
Lengkong,2010,1017.59,48.4,11.79,0.05,906.23,37.19,17.1,1.49
Lengkong,2011,807.65,37.1,5.75,-0.59,204.31,9.22,2.95,-0.49
Lengkong,2012,923.45,38.33,8.24,-0.02,186.77,7.69,2.33,-0.4
Lengkong,2013,1180.46,49.12,20.03,0.96,706.63,24.1,13.12,1.32
Lengkong,2014,1452.0,51.9,28.56,1.21,653.79,18.22,11.79,0.76
Lengkong,2015,1068.57,49.76,18.44,0.17,152.17,4.3,1.72,-1.31
Lengkong,2016,951.37,43.4,12.12,-0.93,1057.84,34.95,21.83,2.15
Lengkong,2017,724.52,27.43,5.47,0.71,479.62,16.25,10.09,0.9
Lengkong,2018,796.83,36.12,7.82,0.15,169.77,6.49,3.08,-0.76
Lengkong,2019,815.05,39.8,7.32,-0.57,102.1,3.84,1.74,-1.53
Lengkong,2020,1094.61,45.48,23.53,-0.46,419.39,13.62,6.28,0.63
Lengkong,2021,1001.52,37.82,15.17,0.19,528.96,18.58,8.52,0.5
Lengkong,2022,779.55,30.3,6.34,0.25,725.22,28.98,13.55,0.97
Lengkong,2023,876.42,35.37,9.27,-0.02,293.04,9.83,5.32,-0.3
Lengkong,2024,754.15,32.3,5.29,-0.94,479.13,18.35,8.6,0.42
Lengkong,2025,1020.07,41.08,14.34,1.07,802.38,30.27,18.88,1.15
Lengkong,2026,453.45,18.68,8.57,0.53,,,,
Nagrak,1996,630.08,29.83,6.38,,299.42,10.92,5.36,-0.61
Nagrak,1997,1188.55,41.54,25.23,0.09,125.42,3.81,1.89,-1.05
Nagrak,1998,768.04,29.14,8.75,-1.0,555.32,22.65,8.73,1.13
Nagrak,1999,925.09,38.52,12.92,-0.27,151.76,5.57,1.82,-1.22
Nagrak,2000,1027.57,39.31,16.68,-0.19,280.96,11.07,4.99,0.24
Nagrak,2001,1047.07,44.61,17.69,0.62,301.07,12.04,6.24,0.22
Nagrak,2002,829.17,33.18,14.47,-0.0,273.74,11.22,3.35,-0.35
Nagrak,2003,798.97,33.24,9.47,-1.71,150.96,5.21,2.72,-1.98
Nagrak,2004,875.96,37.97,9.72,-0.4,240.34,9.66,2.69,-0.2
Nagrak,2005,1144.23,50.52,19.17,0.01,510.37,15.85,8.59,0.38
Nagrak,2006,1091.26,49.62,11.13,-0.16,155.44,6.07,0.81,-0.82
Nagrak,2007,939.79,39.36,14.46,-1.1,274.54,8.59,4.18,0.03
Nagrak,2008,1535.58,54.71,26.79,2.12,179.27,6.42,4.05,-0.88
