Kecamatan,year,month,CH,R10,R20,SPI3
Ciemas,2019.0,10.0,76.04,3.83,1.19,-1.27
Ciemas,2019.0,11.0,168.66,7.48,2.78,-1.76
Ciemas,2019.0,12.0,517.51,20.78,12.09,-1.27
Ciemas,2020.0,1.0,261.57,10.26,4.71,-0.82
Ciemas,2020.0,2.0,287.18,11.86,4.54,0.45
Ciemas,2020.0,3.0,380.22,16.41,6.34,0.54
Ciemas,2020.0,4.0,283.95,15.09,2.49,0.85
Ciemas,2020.0,5.0,411.81,16.59,8.97,1.72
Ciemas,2020.0,6.0,173.1,7.3,3.44,1.08
Ciemas,2020.0,7.0,91.8,2.72,1.98,0.7
Ciemas,2020.0,8.0,162.55,5.42,4.37,0.32
Ciemas,2020.0,9.0,374.79,7.56,6.03,0.7
Ciemas,2020.0,10.0,325.23,13.25,3.5,0.86
Ciemas,2020.0,11.0,539.94,17.62,12.62,0.79
Ciemas,2020.0,12.0,468.09,18.16,8.8,0.87
Ciemas,2021.0,1.0,289.3,9.47,3.93,0.68
Ciemas,2021.0,2.0,323.09,13.1,4.61,0.52
Ciemas,2021.0,3.0,171.83,4.35,0.16,-0.73
Ciemas,2021.0,4.0,216.45,9.91,1.73,-1.06
Ciemas,2021.0,5.0,216.48,8.98,3.57,-1.0
Ciemas,2021.0,6.0,272.55,12.18,2.96,0.35
Ciemas,2021.0,7.0,123.52,4.87,2.57,0.5
Ciemas,2021.0,8.0,108.34,4.86,2.15,0.6
Ciemas,2021.0,9.0,533.39,13.71,9.31,1.02
Ciemas,2021.0,10.0,409.99,15.8,8.13,1.19
Ciemas,2021.0,11.0,696.21,25.51,15.04,1.43
Ciemas,2021.0,12.0,326.7,14.09,4.2,1.18
Ciemas,2022.0,1.0,196.23,8.35,0.16,0.37
Ciemas,2022.0,2.0,265.26,12.2,2.15,-1.06
Ciemas,2022.0,3.0,298.95,11.89,4.0,-0.95
Ciemas,2022.0,4.0,281.91,11.94,2.87,0.05
Ciemas,2022.0,5.0,258.09,14.29,2.03,0.48
Ciemas,2022.0,6.0,278.89,13.53,2.88,0.87
Ciemas,2022.0,7.0,178.98,5.47,4.96,0.82
Ciemas,2022.0,8.0,233.08,8.58,6.61,1.18
Ciemas,2022.0,9.0,792.61,18.45,15.13,1.83
Ciemas,2022.0,10.0,371.65,15.93,8.06,1.71
Ciemas,2022.0,11.0,565.5,21.33,10.94,1.56
Ciemas,2022.0,12.0,355.14,14.34,5.5,0.74
Ciemas,2023.0,1.0,233.17,6.88,1.67,0.1
Ciemas,2023.0,2.0,347.57,14.97,4.92,-0.22
Ciemas,2023.0,3.0,350.21,15.27,5.77,0.56
Ciemas,2023.0,4.0,237.12,10.76,2.62,0.73
Ciemas,2023.0,5.0,154.79,7.54,2.55,-0.09
Ciemas,2023.0,6.0,145.13,7.27,2.35,-0.52
Ciemas,2023.0,7.0,94.39,1.71,1.48,-0.34
Ciemas,2023.0,8.0,49.06,0.97,0.0,-0.28
Ciemas,2023.0,9.0,31.59,0.0,0.0,-0.9
Ciemas,2023.0,10.0,86.43,3.8,1.78,-1.17
Ciemas,2023.0,11.0,484.44,18.05,9.54,-0.63
Ciemas,2023.0,12.0,167.97,8.23,0.25,-1.38
Ciemas,2024.0,1.0,328.62,14.32,4.28,-0.67
Ciemas,2024.0,2.0,253.13,11.84,1.55,-1.29
Ciemas,2024.0,3.0,291.25,11.05,4.73,0.06
Ciemas,2024.0,4.0,375.8,15.86,7.01,0.62
Ciemas,2024.0,5.0,92.8,2.57,1.0,0.01
Ciemas,2024.0,6.0,326.7,11.97,4.97,0.76
Ciemas,2024.0,7.0,130.03,5.62,2.34,0.28
Ciemas,2024.0,8.0,42.32,1.07,0.23,0.59
Ciemas,2024.0,9.0,195.99,7.2,4.27,-0.05
Ciemas,2024.0,10.0,113.75,5.29,0.12,-0.37
Ciemas,2024.0,11.0,771.09,26.61,18.29,0.49
Ciemas,2024.0,12.0,614.02,20.24,11.67,1.37
Ciemas,2025.0,1.0,323.44,13.16,4.94,2.14
Ciemas,2025.0,2.0,172.29,6.16,0.88,0.66
Ciemas,2025.0,3.0,260.63,8.55,3.01,-1.0
Ciemas,2025.0,4.0,300.25,15.38,3.39,-0.87
Ciemas,2025.0,5.0,257.98,10.26,3.61,0.36
Ciemas,2025.0,6.0,238.68,10.27,3.85,0.77
Ciemas,2025.0,7.0,197.55,7.78,4.9,0.75
Ciemas,2025.0,8.0,296.92,11.0,7.14,1.3
Ciemas,2025.0,9.0,465.63,13.96,9.82,1.4
Ciemas,2025.0,10.0,389.76,15.66,7.93,1.35
Ciemas,2025.0,11.0,379.51,19.26,6.07,0.78
Ciemas,2025.0,12.0,484.5,18.97,8.02,0.61
Cikakak,1996.0,1.0,386.77,19.48,4.68,
Cikakak,1996.0,2.0,256.46,12.5,3.38,
Cikakak,1996.0,3.0,258.19,9.84,5.02,-0.26
Cikakak,1996.0,4.0,367.23,14.59,7.72,-0.61
Cikakak,1996.0,5.0,176.63,5.34,3.41,-0.85
Cikakak,1996.0,6.0,106.53,4.77,1.29,-0.74
Cikakak,1996.0,7.0,66.79,1.0,1.0,-1.0
Cikakak,1996.0,8.0,236.11,11.48,5.83,0.06
Cikakak,1996.0,9.0,260.9,8.52,6.45,0.28
Cikakak,1996.0,10.0,703.78,22.76,15.07,1.08
Cikakak,1996.0,11.0,426.84,19.76,8.56,0.55
Cikakak,1996.0,12.0,421.39,12.01,10.34,0.71
Cikakak,1997.0,1.0,255.42,11.98,2.06,-1.13
Cikakak,1997.0,2.0,637.97,19.97,13.72,1.04
Cikakak,1997.0,3.0,174.34,6.98,1.61,0.87
Cikakak,1997.0,4.0,346.05,14.65,4.56,1.64
Cikakak,1997.0,5.0,187.45,6.57,3.04,-1.54
Cikakak,1997.0,6.0,18.69,1.03,0.07,-1.35
Cikakak,1997.0,7.0,67.02,3.28,1.0,-1.46
Cikakak,1997.0,8.0,47.49,0.58,0.52,-1.52
Cikakak,1997.0,9.0,37.11,0.07,0.0,-1.32
Cikakak,1997.0,10.0,55.06,2.2,0.42,-1.87
Cikakak,1997.0,11.0,507.2,17.32,11.8,-1.44
Cikakak,1997.0,12.0,285.45,16.76,3.88,-2.23
Cikakak,1998.0,1.0,164.89,4.72,2.92,-1.88
Cikakak,1998.0,2.0,326.69,9.61,3.19,-1.53
Cikakak,1998.0,3.0,338.22,16.37,3.66,-0.79
Cikakak,1998.0,4.0,354.03,14.91,4.2,0.56
Cikakak,1998.0,5.0,361.93,15.3,9.65,0.74
Cikakak,1998.0,6.0,242.25,10.78,4.43,0.83
Cikakak,1998.0,7.0,243.61,10.05,5.99,0.93
Cikakak,1998.0,8.0,237.87,10.85,4.04,1.11
Cikakak,1998.0,9.0,164.06,5.13,1.66,0.48
Cikakak,1998.0,10.0,291.52,13.83,1.17,0.13
Cikakak,1998.0,11.0,480.09,21.12,10.81,-0.46
Cikakak,1998.0,12.0,471.66,17.1,8.68,-0.44
Cikakak,1999.0,1.0,460.47,17.0,8.51,0.26
Cikakak,1999.0,2.0,231.56,12.66,1.63,0.41
Cikakak,1999.0,3.0,350.28,17.69,4.46,0.71
Cikakak,1999.0,4.0,301.34,12.89,3.64,-0.6
Cikakak,1999.0,5.0,171.87,8.51,0.64,-0.7
Cikakak,1999.0,6.0,82.15,1.93,1.0,-1.32
Cikakak,1999.0,7.0,89.84,3.42,2.89,-1.04
Cikakak,1999.0,8.0,38.6,1.43,0.95,-0.94
Cikakak,1999.0,9.0,95.32,4.93,2.03,-0.91
Cikakak,1999.0,10.0,541.18,18.06,12.46,0.09
Cikakak,1999.0,11.0,346.38,16.02,6.57,-0.34
Cikakak,1999.0,12.0,432.65,16.72,8.33,-0.13
Cikakak,2000.0,1.0,427.07,18.1,5.87,-0.64
Cikakak,2000.0,2.0,358.44,15.49,5.42,0.64
Cikakak,2000.0,3.0,236.84,11.17,1.1,0.58
Cikakak,2000.0,4.0,400.64,19.79,3.76,0.37
Cikakak,2000.0,5.0,386.09,15.9,8.89,0.57
Cikakak,2000.0,6.0,98.36,2.13,1.0,0.49
Cikakak,2000.0,7.0,115.44,5.55,0.76,0.11
Cikakak,2000.0,8.0,135.18,6.34,2.75,-0.2
Cikakak,2000.0,9.0,277.32,12.15,6.7,0.18
Cikakak,2000.0,10.0,352.66,14.4,6.89,0.28
Cikakak,2000.0,11.0,765.44,24.46,16.25,0.55
Cikakak,2000.0,12.0,248.0,9.82,3.54,0.04
Cikakak,2001.0,1.0,538.59,23.4,11.93,0.82
Cikakak,2001.0,2.0,323.23,11.74,4.93,0.17
Cikakak,2001.0,3.0,397.71,18.25,3.85,2.04
Cikakak,2001.0,4.0,364.74,14.52,7.26,1.09
Cikakak,2001.0,5.0,357.67,13.75,4.08,1.12
Cikakak,2001.0,6.0,168.53,6.48,3.0,0.52
Cikakak,2001.0,7.0,162.73,5.56,3.06,0.43
Cikakak,2001.0,8.0,49.56,2.27,1.0,-0.06
Cikakak,2001.0,9.0,431.36,18.23,10.09,0.48
Cikakak,2001.0,10.0,589.38,20.78,13.84,0.86
Cikakak,2001.0,11.0,709.59,24.62,16.18,1.16
Cikakak,2001.0,12.0,200.03,9.83,3.38,0.52
Cikakak,2002.0,1.0,390.0,15.19,9.31,-0.22
Cikakak,2002.0,2.0,231.71,8.67,2.19,-1.27
Cikakak,2002.0,3.0,337.24,15.95,4.73,0.15
Cikakak,2002.0,4.0,280.48,12.53,4.08,-0.9
Cikakak,2002.0,5.0,258.35,8.63,8.27,-0.35
Cikakak,2002.0,6.0,123.9,4.45,1.12,-0.67
Cikakak,2002.0,7.0,191.38,5.88,3.63,0.01
Cikakak,2002.0,8.0,63.85,3.99,0.17,-0.07
Cikakak,2002.0,9.0,66.48,2.2,1.0,-0.48
Cikakak,2002.0,10.0,76.91,0.89,0.0,-1.46
Cikakak,2002.0,11.0,501.29,22.36,9.79,-1.29
Cikakak,2002.0,12.0,396.24,20.9,5.54,-1.6
Cikakak,2003.0,1.0,131.82,5.67,0.93,-1.5
Cikakak,2003.0,2.0,333.1,16.7,3.48,-1.06
Cikakak,2003.0,3.0,209.22,5.65,0.0,-2.06
Cikakak,2003.0,4.0,203.9,7.69,1.67,-1.89
Cikakak,2003.0,5.0,141.43,7.62,0.17,-2.8
Cikakak,2003.0,6.0,40.06,1.0,0.0,-2.57
Cikakak,2003.0,7.0,31.15,1.0,0.0,-1.88
Cikakak,2003.0,8.0,118.22,5.06,3.43,-1.08
Cikakak,2003.0,9.0,229.15,7.17,3.65,-0.27
Cikakak,2003.0,10.0,438.14,18.28,9.71,0.33
Cikakak,2003.0,11.0,511.09,19.29,11.08,0.11
Cikakak,2003.0,12.0,375.22,16.63,7.6,-0.12
Cikakak,2004.0,1.0,260.77,12.64,1.45,-0.92
Cikakak,2004.0,2.0,317.29,15.41,4.43,-0.58
Cikakak,2004.0,3.0,333.32,15.07,4.98,-0.19
Cikakak,2004.0,4.0,383.46,15.63,7.52,0.68
Cikakak,2004.0,5.0,255.77,9.11,5.97,0.26
Cikakak,2004.0,6.0,78.85,4.78,0.94,-0.36
Cikakak,2004.0,7.0,178.4,5.12,3.54,-0.24
Cikakak,2004.0,8.0,69.23,2.26,0.17,-0.3
Cikakak,2004.0,9.0,409.23,13.39,10.18,0.51
Cikakak,2004.0,10.0,149.68,3.58,1.08,-0.02
Cikakak,2004.0,11.0,500.27,20.23,9.72,-0.16
Cikakak,2004.0,12.0,563.31,19.94,13.14,-0.56
Cikakak,2005.0,1.0,329.83,17.82,4.12,0.18
Cikakak,2005.0,2.0,407.74,16.0,7.88,0.99
Cikakak,2005.0,3.0,290.63,14.31,4.99,0.61
Cikakak,2005.0,4.0,208.22,8.01,1.39,-0.39
Cikakak,2005.0,5.0,247.95,8.72,3.96,-1.25
Cikakak,2005.0,6.0,373.38,14.9,7.82,0.22
Cikakak,2005.0,7.0,132.63,5.99,1.53,0.64
Cikakak,2005.0,8.0,167.62,2.68,2.09,0.96
Cikakak,2005.0,9.0,235.25,6.09,5.99,0.2
Cikakak,2005.0,10.0,307.78,14.47,1.4,0.17
Cikakak,2005.0,11.0,383.65,16.17,8.07,-0.48
Cikakak,2005.0,12.0,441.32,21.45,5.41,-0.89
Cikakak,2006.0,1.0,416.6,21.02,6.28,-0.48
Cikakak,2006.0,2.0,265.65,12.69,3.28,0.23
Cikakak,2006.0,3.0,326.37,12.13,4.46,0.48
Cikakak,2006.0,4.0,319.62,18.11,1.02,-0.34
Cikakak,2006.0,5.0,210.11,8.55,2.93,-0.48
Cikakak,2006.0,6.0,101.26,6.49,1.78,-0.85
Cikakak,2006.0,7.0,65.21,2.88,0.67,-0.86
Cikakak,2006.0,8.0,36.83,1.93,0.54,-0.99
Cikakak,2006.0,9.0,45.58,1.03,0.57,-1.34
Cikakak,2006.0,10.0,166.75,7.6,2.41,-1.25
Cikakak,2006.0,11.0,272.67,10.86,4.82,-1.86
Cikakak,2006.0,12.0,610.25,25.48,14.92,-1.25
Cikakak,2007.0,1.0,198.05,6.15,2.47,-1.24
Cikakak,2007.0,2.0,256.83,10.89,4.35,-0.04
Cikakak,2007.0,3.0,325.99,16.57,2.71,-1.17
Cikakak,2007.0,4.0,412.36,17.16,8.74,0.36
Cikakak,2007.0,5.0,292.95,11.64,3.28,0.61
Cikakak,2007.0,6.0,151.15,5.9,2.66,0.35
Cikakak,2007.0,7.0,68.48,4.14,0.11,-0.24
Cikakak,2007.0,8.0,96.97,3.15,1.82,-0.35
Cikakak,2007.0,9.0,107.72,5.78,1.72,-0.68
Cikakak,2007.0,10.0,237.33,7.99,2.63,-0.53
Cikakak,2007.0,11.0,520.8,18.23,9.93,-0.64
Cikakak,2007.0,12.0,1052.71,28.11,23.42,1.56
Cikakak,2008.0,1.0,230.73,9.21,2.17,1.76
Cikakak,2008.0,2.0,455.56,18.07,9.63,2.61
Cikakak,2008.0,3.0,255.31,12.56,0.36,0.03
Cikakak,2008.0,4.0,429.26,17.83,11.54,1.5
Cikakak,2008.0,5.0,170.69,6.71,3.69,-0.49
Cikakak,2008.0,6.0,44.84,0.97,0.63,-0.77
Cikakak,2008.0,7.0,21.24,1.0,0.14,-1.7
Cikakak,2008.0,8.0,131.78,5.06,2.23,-1.02
Cikakak,2008.0,9.0,139.79,4.94,2.4,-0.59
Cikakak,2008.0,10.0,327.43,11.17,4.79,-0.1
Cikakak,2008.0,11.0,620.01,24.94,13.77,-0.09
Cikakak,2008.0,12.0,477.54,21.44,10.92,0.26
Cikakak,2009.0,1.0,359.24,13.53,8.41,0.44
Cikakak,2009.0,2.0,332.06,14.93,3.7,0.43
Cikakak,2009.0,3.0,279.64,16.58,1.96,0.23
Cikakak,2009.0,4.0,239.91,11.17,0.8,-0.88
Cikakak,2009.0,5.0,390.39,14.72,6.73,-0.13
Cikakak,2009.0,6.0,195.74,7.13,3.33,0.2
Cikakak,2009.0,7.0,53.58,2.26,0.88,0.25
Cikakak,2009.0,8.0,39.85,1.82,1.08,-0.49
Cikakak,2009.0,9.0,265.8,4.05,4.05,-0.34
Cikakak,2009.0,10.0,365.43,16.29,6.43,0.08
Cikakak,2009.0,11.0,594.49,21.12,11.76,0.21
Cikakak,2009.0,12.0,343.42,16.52,3.07,-0.2
Cikakak,2010.0,1.0,349.51,19.78,3.9,-0.27
Cikakak,2010.0,2.0,420.79,16.85,8.61,0.18
Cikakak,2010.0,3.0,439.43,24.32,5.41,1.75
Cikakak,2010.0,4.0,139.93,5.29,0.05,0.4
Cikakak,2010.0,5.0,559.81,24.17,12.91,1.23
Cikakak,2010.0,6.0,266.58,10.23,5.53,0.87
Cikakak,2010.0,7.0,317.47,12.66,5.36,1.73
Cikakak,2010.0,8.0,349.61,15.72,6.69,1.65
Cikakak,2010.0,9.0,780.82,24.79,14.73,1.93
Cikakak,2010.0,10.0,456.72,19.36,8.14,1.63
Cikakak,2010.0,11.0,403.96,19.03,7.33,1.0
Cikakak,2010.0,12.0,408.85,22.57,4.08,-0.33
Cikakak,2011.0,1.0,241.76,10.04,0.87,-1.37
Cikakak,2011.0,2.0,188.52,8.72,1.05,-1.18
Cikakak,2011.0,3.0,250.38,14.42,1.26,-2.0
Cikakak,2011.0,4.0,290.66,13.06,2.92,-2.06
Cikakak,2011.0,5.0,307.91,14.95,5.66,-0.53
Cikakak,2011.0,6.0,127.15,6.06,2.61,-0.32
Cikakak,2011.0,7.0,81.5,2.92,2.65,-0.22
Cikakak,2011.0,8.0,38.24,1.04,0.04,-0.72
Cikakak,2011.0,9.0,98.51,4.14,3.4,-0.93
Cikakak,2011.0,10.0,232.51,8.88,2.04,-0.77
Cikakak,2011.0,11.0,660.38,24.55,17.1,-0.32
Cikakak,2011.0,12.0,430.01,17.24,5.31,-0.12
Cikakak,2012.0,1.0,280.42,11.5,2.86,0.09
Cikakak,2012.0,2.0,257.33,14.32,0.82,-0.51
Cikakak,2012.0,3.0,222.1,9.9,2.12,-1.34
Cikakak,2012.0,4.0,479.65,16.41,10.96,0.06
Cikakak,2012.0,5.0,306.32,10.4,6.33,0.47
Cikakak,2012.0,6.0,94.64,4.44,1.4,0.47
Cikakak,2012.0,7.0,43.27,1.07,0.36,-0.54
Cikakak,2012.0,8.0,65.07,2.44,0.43,-0.99
Cikakak,2012.0,9.0,87.1,3.37,1.65,-1.05
Cikakak,2012.0,10.0,294.96,13.99,6.32,-0.52
Cikakak,2012.0,11.0,644.14,25.35,14.17,-0.24
Cikakak,2012.0,12.0,622.89,26.36,14.66,0.74
Cikakak,2013.0,1.0,464.4,17.26,6.36,1.49
Cikakak,2013.0,2.0,221.95,7.41,2.87,1.02
Cikakak,2013.0,3.0,286.8,13.65,3.58,0.24
Cikakak,2013.0,4.0,284.39,13.06,3.02,-1.43
Cikakak,2013.0,5.0,501.99,17.92,13.27,0.85
Cikakak,2013.0,6.0,192.63,5.09,2.04,0.92
Cikakak,2013.0,7.0,358.78,13.36,9.36,1.5
Cikakak,2013.0,8.0,215.62,6.43,5.58,1.23
Cikakak,2013.0,9.0,194.43,5.02,3.32,0.76
Cikakak,2013.0,10.0,296.23,10.33,6.62,0.16
Cikakak,2013.0,11.0,463.8,16.12,9.07,-0.41
Cikakak,2013.0,12.0,760.9,24.11,15.67,0.6
Cikakak,2014.0,1.0,504.01,20.28,12.36,1.48
Cikakak,2014.0,2.0,380.42,14.25,8.88,2.29
Cikakak,2014.0,3.0,427.59,21.5,8.97,2.34
Cikakak,2014.0,4.0,341.37,17.99,3.61,1.57
Cikakak,2014.0,5.0,289.99,12.95,5.01,0.77
Cikakak,2014.0,6.0,207.48,8.8,3.34,0.27
Cikakak,2014.0,7.0,333.73,6.97,6.67,0.88
Cikakak,2014.0,8.0,129.45,3.61,3.31,0.96
Cikakak,2014.0,9.0,93.91,1.54,1.01,0.26
Cikakak,2014.0,10.0,107.47,3.72,0.0,-0.91
Cikakak,2014.0,11.0,682.3,21.95,16.51,-0.59
Cikakak,2014.0,12.0,475.61,20.12,11.98,-0.35
Cikakak,2015.0,1.0,286.9,12.93,4.25,0.39
Cikakak,2015.0,2.0,379.31,17.66,5.53,0.31
Cikakak,2015.0,3.0,311.64,14.38,2.72,0.27
Cikakak,2015.0,4.0,204.41,7.95,0.19,-0.49
Cikakak,2015.0,5.0,198.86,7.61,3.04,-1.48
Cikakak,2015.0,6.0,90.84,3.73,1.0,-1.74
Cikakak,2015.0,7.0,30.47,1.76,0.24,-1.17
Cikakak,2015.0,8.0,49.42,1.0,0.91,-1.22
Cikakak,2015.0,9.0,48.23,1.01,0.09,-1.48
Cikakak,2015.0,10.0,66.57,3.0,1.07,-1.71
Cikakak,2015.0,11.0,460.08,20.48,10.83,-1.53
Cikakak,2015.0,12.0,449.95,20.15,9.27,-1.59
Cikakak,2016.0,1.0,268.57,12.03,3.12,-0.77
Cikakak,2016.0,2.0,321.15,14.84,2.48,-0.16
Cikakak,2016.0,3.0,431.84,21.76,5.56,0.57
Cikakak,2016.0,4.0,476.91,22.3,9.02,2.16
Cikakak,2016.0,5.0,399.6,18.58,8.59,2.12
Cikakak,2016.0,6.0,386.15,16.54,7.94,2.08
Cikakak,2016.0,7.0,417.8,16.03,9.33,1.88
Cikakak,2016.0,8.0,231.37,5.28,4.11,1.88
Cikakak,2016.0,9.0,902.1,18.46,17.54,2.08
Cikakak,2016.0,10.0,525.33,22.12,10.42,1.73
Cikakak,2016.0,11.0,1183.45,29.25,25.78,2.44
Cikakak,2016.0,12.0,252.58,8.33,2.8,2.01
Cikakak,2017.0,1.0,275.1,12.93,2.24,1.42
Cikakak,2017.0,2.0,314.03,13.34,5.33,-1.17
Cikakak,2017.0,3.0,301.6,11.93,3.21,-0.34
Cikakak,2017.0,4.0,346.32,18.94,4.63,0.08
Cikakak,2017.0,5.0,409.6,12.27,9.86,0.76
Cikakak,2017.0,6.0,318.33,10.96,6.95,1.33
Cikakak,2017.0,7.0,170.66,5.64,2.35,1.08
Cikakak,2017.0,8.0,75.69,2.93,2.29,0.63
Cikakak,2017.0,9.0,299.63,8.42,5.96,0.23
Cikakak,2017.0,10.0,492.74,18.88,10.82,0.49
Cikakak,2017.0,11.0,761.08,20.96,15.78,0.85
Cikakak,2017.0,12.0,329.36,14.83,3.76,0.81
Cikakak,2018.0,1.0,272.3,11.81,1.02,0.05
Cikakak,2018.0,2.0,300.55,14.1,5.26,-0.84
Cikakak,2018.0,3.0,267.89,14.05,2.37,-0.71
Cikakak,2018.0,4.0,328.89,17.72,4.16,-0.47
Cikakak,2018.0,5.0,269.33,9.87,6.6,-0.42
Cikakak,2018.0,6.0,127.72,5.46,2.02,-0.31
Cikakak,2018.0,7.0,20.34,0.5,0.0,-0.66
Cikakak,2018.0,8.0,48.45,1.07,0.9,-1.03
Cikakak,2018.0,9.0,126.54,7.21,0.58,-1.05
Cikakak,2018.0,10.0,236.17,9.34,2.34,-0.63
Cikakak,2018.0,11.0,690.57,24.53,15.93,-0.17
Cikakak,2018.0,12.0,356.68,13.68,5.11,-0.28
Cikakak,2019.0,1.0,300.74,11.73,2.98,-0.01
Cikakak,2019.0,2.0,275.11,12.43,1.15,-0.69
Cikakak,2019.0,3.0,322.23,13.59,3.57,-0.28
Cikakak,2019.0,4.0,307.41,12.35,3.33,-0.41
Cikakak,2019.0,5.0,225.74,11.66,4.4,-0.49
Cikakak,2019.0,6.0,41.73,1.45,0.92,-1.2
Cikakak,2019.0,7.0,36.46,1.88,0.25,-1.27
Cikakak,2019.0,8.0,36.37,1.92,0.58,-1.7
Cikakak,2019.0,9.0,68.19,3.67,1.91,-1.39
Cikakak,2019.0,10.0,148.75,6.48,2.05,-1.23
Cikakak,2019.0,11.0,315.77,12.19,6.27,-1.68
Cikakak,2019.0,12.0,575.66,24.88,14.25,-1.3
Cikakak,2020.0,1.0,267.38,10.35,5.44,-0.86
Cikakak,2020.0,2.0,302.96,11.64,6.15,0.33
Cikakak,2020.0,3.0,352.62,14.3,5.96,-0.11
Cikakak,2020.0,4.0,325.08,14.26,4.61,0.24
Cikakak,2020.0,5.0,473.3,18.3,7.63,1.29
Cikakak,2020.0,6.0,148.14,7.24,1.6,0.78
Cikakak,2020.0,7.0,125.41,5.65,2.34,0.62
Cikakak,2020.0,8.0,186.85,5.54,4.84,0.26
Cikakak,2020.0,9.0,423.55,10.92,7.61,0.69
Cikakak,2020.0,10.0,413.92,16.39,8.44,0.78
Cikakak,2020.0,11.0,596.5,21.01,13.01,0.63
Cikakak,2020.0,12.0,491.19,18.4,10.69,0.53
Cikakak,2021.0,1.0,294.66,11.97,3.4,0.13
Cikakak,2021.0,2.0,368.22,16.68,7.31,0.36
Cikakak,2021.0,3.0,238.81,9.85,0.81,-0.26
Cikakak,2021.0,4.0,266.78,12.74,2.95,-0.68
Cikakak,2021.0,5.0,335.77,12.69,7.11,-0.58
Cikakak,2021.0,6.0,278.56,9.19,2.83,0.47
Cikakak,2021.0,7.0,133.61,4.82,3.09,0.62
Cikakak,2021.0,8.0,175.63,7.54,3.19,0.7
Cikakak,2021.0,9.0,612.41,15.96,11.8,1.07
Cikakak,2021.0,10.0,552.16,16.9,12.44,1.29
Cikakak,2021.0,11.0,817.82,26.81,19.51,1.56
Cikakak,2021.0,12.0,395.97,13.59,6.93,1.42
Cikakak,2022.0,1.0,226.24,9.53,0.02,0.37
Cikakak,2022.0,2.0,235.6,8.86,2.03,-1.08
Cikakak,2022.0,3.0,322.16,13.55,4.14,-1.15
Cikakak,2022.0,4.0,323.86,13.07,4.36,-0.61
Cikakak,2022.0,5.0,364.19,17.26,5.39,0.49
Cikakak,2022.0,6.0,259.62,10.65,1.74,0.78
Cikakak,2022.0,7.0,178.24,5.91,3.43,0.79
Cikakak,2022.0,8.0,315.97,12.84,7.13,1.19
Cikakak,2022.0,9.0,732.56,20.77,16.03,1.6
Cikakak,2022.0,10.0,472.41,18.93,10.6,1.54
Cikakak,2022.0,11.0,728.21,24.07,17.57,1.48
Cikakak,2022.0,12.0,394.63,19.11,5.04,0.86
Cikakak,2023.0,1.0,252.68,8.9,0.35,0.1
Cikakak,2023.0,2.0,331.71,15.0,5.66,-0.45
Cikakak,2023.0,3.0,356.33,17.7,5.64,0.02
Cikakak,2023.0,4.0,312.1,12.42,3.54,0.4
Cikakak,2023.0,5.0,239.12,10.45,5.23,-0.15
Cikakak,2023.0,6.0,200.13,8.92,3.03,-0.18
Cikakak,2023.0,7.0,102.57,2.16,1.63,-0.12
Cikakak,2023.0,8.0,90.98,2.72,0.78,-0.0
Cikakak,2023.0,9.0,40.74,1.0,0.84,-0.85
Cikakak,2023.0,10.0,159.29,8.28,3.28,-1.07
Cikakak,2023.0,11.0,783.3,24.88,17.48,-0.34
Cikakak,2023.0,12.0,222.56,9.92,2.71,-0.76
Cikakak,2024.0,1.0,371.9,17.46,4.83,0.11
Cikakak,2024.0,2.0,263.18,12.62,0.6,-1.08
Cikakak,2024.0,3.0,331.64,14.95,3.97,0.2
Cikakak,2024.0,4.0,486.75,19.03,10.72,1.05
Cikakak,2024.0,5.0,180.86,6.72,2.24,0.42
Cikakak,2024.0,6.0,239.59,10.42,4.36,0.59
Cikakak,2024.0,7.0,130.59,5.08,2.54,-0.08
Cikakak,2024.0,8.0,95.3,1.98,1.43,0.28
Cikakak,2024.0,9.0,308.32,10.89,6.45,0.2
Cikakak,2024.0,10.0,214.51,8.48,3.1,-0.05
Cikakak,2024.0,11.0,933.83,27.5,23.18,0.67
Cikakak,2024.0,12.0,608.1,19.39,12.11,1.39
Cikakak,2025.0,1.0,382.04,16.34,6.22,2.17
Cikakak,2025.0,2.0,218.98,8.91,1.15,0.6
Cikakak,2025.0,3.0,276.95,8.76,3.34,-0.43
Cikakak,2025.0,4.0,409.37,21.7,5.49,-0.4
Cikakak,2025.0,5.0,338.33,15.96,5.82,0.57
Cikakak,2025.0,6.0,296.54,12.82,4.96,1.21
Cikakak,2025.0,7.0,236.51,8.59,6.05,1.0
Cikakak,2025.0,8.0,413.73,14.65,9.97,1.68
Cikakak,2025.0,9.0,562.2,16.55,11.18,1.58
Cikakak,2025.0,10.0,485.87,20.9,10.09,1.46
Cikakak,2025.0,11.0,482.19,21.09,8.39,0.8
Cikakak,2025.0,12.0,581.62,19.95,11.93,0.7
Cikembar,1996.0,1.0,353.82,17.36,3.74,
Cikembar,1996.0,2.0,231.96,9.53,0.63,
Cikembar,1996.0,3.0,237.24,9.65,2.82,-0.12
Cikembar,1996.0,4.0,411.92,15.06,9.52,-0.12
Cikembar,1996.0,5.0,116.67,5.73,1.96,-0.68
Cikembar,1996.0,6.0,86.42,2.92,0.86,-0.58
Cikembar,1996.0,7.0,41.47,1.15,1.0,-1.22
Cikembar,1996.0,8.0,166.16,7.94,2.97,-0.05
Cikembar,1996.0,9.0,167.65,5.05,4.17,0.16
