Kecamatan,year,month,CH,R10,R20,SPI3
Baros,2002.0,6.0,71.0,3.08,0.34,-0.84
Baros,2002.0,7.0,176.13,5.0,4.79,-0.05
Baros,2002.0,8.0,70.21,1.84,1.11,-0.21
Baros,2002.0,9.0,69.96,3.0,1.7,-0.36
Baros,2002.0,10.0,62.81,1.95,0.0,-1.36
Baros,2002.0,11.0,401.9,20.2,6.51,-1.36
Baros,2002.0,12.0,335.94,17.0,2.5,-1.82
Baros,2003.0,1.0,132.35,4.19,0.36,-1.91
Baros,2003.0,2.0,389.77,15.58,6.36,-0.93
Baros,2003.0,3.0,213.77,7.43,0.0,-1.71
Baros,2003.0,4.0,250.78,9.61,2.17,-1.65
Baros,2003.0,5.0,138.47,5.52,1.93,-2.87
Baros,2003.0,6.0,30.14,1.68,0.08,-2.58
Baros,2003.0,7.0,25.6,0.24,0.0,-1.79
Baros,2003.0,8.0,125.41,3.37,2.3,-1.01
Baros,2003.0,9.0,239.65,6.79,3.92,-0.09
Baros,2003.0,10.0,425.13,15.25,10.39,0.48
Baros,2003.0,11.0,434.92,19.34,9.3,0.27
Baros,2003.0,12.0,318.28,15.23,5.52,0.04
Baros,2004.0,1.0,295.11,13.75,1.77,-0.79
Baros,2004.0,2.0,305.82,13.58,3.1,-0.56
Baros,2004.0,3.0,334.36,14.82,5.47,-0.19
Baros,2004.0,4.0,471.39,16.41,9.46,0.46
Baros,2004.0,5.0,258.96,11.01,5.06,0.44
Baros,2004.0,6.0,85.42,4.21,1.66,-0.05
Baros,2004.0,7.0,138.25,6.45,3.74,-0.16
Baros,2004.0,8.0,74.13,2.0,0.0,-0.31
Baros,2004.0,9.0,292.94,7.59,5.4,0.27
Baros,2004.0,10.0,156.15,7.27,1.0,-0.16
Baros,2004.0,11.0,404.28,17.88,5.67,-0.35
Baros,2004.0,12.0,454.97,17.32,9.35,-0.71
Baros,2005.0,1.0,327.6,15.16,4.16,-0.01
Baros,2005.0,2.0,424.06,20.27,8.13,0.97
Baros,2005.0,3.0,292.28,12.38,4.49,0.54
Baros,2005.0,4.0,265.62,11.36,3.19,-0.56
Baros,2005.0,5.0,236.51,8.53,5.22,-1.35
Baros,2005.0,6.0,277.39,9.53,6.68,-0.24
Baros,2005.0,7.0,105.2,4.38,1.66,0.37
Baros,2005.0,8.0,195.96,3.27,1.79,0.81
Baros,2005.0,9.0,216.11,4.62,4.49,0.31
Baros,2005.0,10.0,267.4,14.14,3.19,0.24
Baros,2005.0,11.0,357.17,14.18,7.18,-0.38
Baros,2005.0,12.0,405.24,20.95,3.04,-0.64
Baros,2006.0,1.0,442.34,22.44,5.72,0.08
Baros,2006.0,2.0,315.63,13.78,2.81,0.76
Baros,2006.0,3.0,337.4,15.58,4.88,0.87
Baros,2006.0,4.0,391.45,18.95,3.79,-0.06
Baros,2006.0,5.0,232.73,9.81,2.72,-0.2
Baros,2006.0,6.0,88.18,4.41,2.54,-0.61
Baros,2006.0,7.0,60.77,2.12,1.57,-0.62
Baros,2006.0,8.0,34.88,1.0,0.0,-0.99
Baros,2006.0,9.0,44.31,1.19,0.81,-1.28
Baros,2006.0,10.0,154.01,5.66,4.05,-1.2
Baros,2006.0,11.0,200.61,8.86,2.26,-1.92
Baros,2006.0,12.0,489.23,20.16,9.72,-1.58
Baros,2007.0,1.0,203.57,7.57,2.88,-1.75
Baros,2007.0,2.0,273.02,13.91,3.34,-0.29
Baros,2007.0,3.0,356.22,17.89,2.34,-0.94
Baros,2007.0,4.0,498.73,18.64,10.11,0.58
Baros,2007.0,5.0,267.99,11.82,3.17,0.78
Baros,2007.0,6.0,163.47,5.6,3.11,0.52
Baros,2007.0,7.0,52.33,1.7,0.42,-0.15
Baros,2007.0,8.0,98.13,2.88,2.21,-0.23
Baros,2007.0,9.0,111.27,1.46,1.46,-0.6
Baros,2007.0,10.0,217.85,8.2,3.71,-0.45
Baros,2007.0,11.0,473.91,17.53,8.48,-0.49
Baros,2007.0,12.0,825.96,25.84,17.45,1.39
Baros,2008.0,1.0,268.14,11.54,3.12,1.86
Baros,2008.0,2.0,454.11,19.75,9.17,2.51
Baros,2008.0,3.0,286.96,11.69,1.97,0.31
Baros,2008.0,4.0,492.73,17.02,11.58,1.34
Baros,2008.0,5.0,158.7,5.25,4.48,-0.35
Baros,2008.0,6.0,45.88,1.79,0.66,-0.69
Baros,2008.0,7.0,22.74,1.0,0.0,-1.54
Baros,2008.0,8.0,136.97,3.78,3.65,-0.84
Baros,2008.0,9.0,132.07,5.01,3.54,-0.46
Baros,2008.0,10.0,269.86,10.13,5.22,-0.12
Baros,2008.0,11.0,522.43,21.14,10.93,-0.16
Baros,2008.0,12.0,415.0,17.19,8.03,0.16
Baros,2009.0,1.0,342.21,13.83,7.62,0.47
Baros,2009.0,2.0,323.92,12.49,2.69,0.34
Baros,2009.0,3.0,291.04,13.79,3.84,-0.04
Baros,2009.0,4.0,288.59,14.98,3.58,-1.22
Baros,2009.0,5.0,403.45,15.54,7.95,-0.07
Baros,2009.0,6.0,189.06,7.37,4.52,0.28
Baros,2009.0,7.0,40.3,1.25,1.24,0.42
Baros,2009.0,8.0,40.69,1.0,0.0,-0.46
Baros,2009.0,9.0,230.97,6.37,3.5,-0.38
Baros,2009.0,10.0,306.57,12.66,6.11,-0.01
Baros,2009.0,11.0,515.14,18.07,10.03,0.16
Baros,2009.0,12.0,299.99,14.82,1.45,-0.21
Baros,2010.0,1.0,322.65,16.96,1.62,-0.28
Baros,2010.0,2.0,454.34,18.52,7.9,0.31
Baros,2010.0,3.0,495.82,21.37,7.38,1.93
Baros,2010.0,4.0,202.34,9.07,2.72,0.76
Baros,2010.0,5.0,520.05,19.81,12.11,1.31
Baros,2010.0,6.0,200.01,5.79,3.2,0.48
Baros,2010.0,7.0,287.99,10.7,7.58,1.56
Baros,2010.0,8.0,430.7,12.3,9.62,1.76
Baros,2010.0,9.0,745.14,24.88,18.35,2.16
Baros,2010.0,10.0,454.5,18.94,7.03,1.86
Baros,2010.0,11.0,364.53,18.19,4.63,1.21
Baros,2010.0,12.0,322.42,16.55,1.54,-0.13
Baros,2011.0,1.0,267.34,12.42,1.92,-1.36
Baros,2011.0,2.0,195.48,6.01,1.54,-1.39
Baros,2011.0,3.0,275.47,15.51,1.06,-1.69
Baros,2011.0,4.0,348.19,13.96,5.33,-1.97
Baros,2011.0,5.0,302.05,14.97,2.58,-0.44
Baros,2011.0,6.0,123.29,5.68,2.51,-0.27
Baros,2011.0,7.0,62.56,2.4,1.32,-0.14
Baros,2011.0,8.0,40.23,1.0,0.0,-0.71
Baros,2011.0,9.0,83.82,3.0,2.0,-0.98
Baros,2011.0,10.0,210.91,9.91,1.76,-0.77
Baros,2011.0,11.0,566.43,22.51,12.33,-0.33
Baros,2011.0,12.0,373.22,15.68,4.46,-0.09
Baros,2012.0,1.0,259.31,8.62,1.96,0.05
Baros,2012.0,2.0,263.14,14.06,1.03,-0.7
Baros,2012.0,3.0,215.83,7.18,1.86,-1.69
Baros,2012.0,4.0,572.68,19.87,13.99,-0.0
Baros,2012.0,5.0,253.29,8.29,5.21,0.3
Baros,2012.0,6.0,106.78,3.85,2.36,0.54
Baros,2012.0,7.0,44.55,0.04,0.0,-0.51
Baros,2012.0,8.0,67.2,3.0,0.0,-0.76
Baros,2012.0,9.0,71.06,2.39,1.39,-1.0
Baros,2012.0,10.0,291.16,13.56,6.92,-0.44
Baros,2012.0,11.0,524.26,20.45,13.47,-0.26
Baros,2012.0,12.0,492.44,24.3,8.69,0.58
Baros,2013.0,1.0,472.44,20.74,9.32,1.5
Baros,2013.0,2.0,236.21,9.2,2.64,0.95
Baros,2013.0,3.0,303.62,14.49,1.58,0.33
Baros,2013.0,4.0,349.21,14.38,6.35,-1.34
Baros,2013.0,5.0,538.17,20.11,11.76,1.16
Baros,2013.0,6.0,233.9,7.88,4.86,1.38
Baros,2013.0,7.0,321.86,12.38,7.76,1.78
Baros,2013.0,8.0,173.7,3.02,2.08,1.27
Baros,2013.0,9.0,178.2,2.92,2.92,0.71
Baros,2013.0,10.0,297.21,11.72,4.91,0.17
Baros,2013.0,11.0,351.99,13.65,5.55,-0.42
Baros,2013.0,12.0,580.23,21.84,11.59,0.26
Baros,2014.0,1.0,491.51,19.73,13.84,1.19
Baros,2014.0,2.0,436.43,15.78,8.88,2.34
Baros,2014.0,3.0,406.35,18.53,5.2,2.28
Baros,2014.0,4.0,452.6,21.76,7.1,1.77
Baros,2014.0,5.0,278.44,13.8,2.8,0.86
Baros,2014.0,6.0,208.65,9.58,2.74,0.57
Baros,2014.0,7.0,340.81,7.84,6.62,1.05
Baros,2014.0,8.0,106.95,2.4,2.13,1.06
Baros,2014.0,9.0,59.88,1.0,1.0,0.28
Baros,2014.0,10.0,109.19,3.88,0.77,-1.01
Baros,2014.0,11.0,530.58,20.17,13.73,-0.8
Baros,2014.0,12.0,417.01,18.75,6.58,-0.51
Baros,2015.0,1.0,303.34,12.01,4.61,0.33
Baros,2015.0,2.0,455.44,19.31,9.5,0.82
Baros,2015.0,3.0,310.95,12.91,3.17,0.71
Baros,2015.0,4.0,256.38,11.27,1.22,-0.23
Baros,2015.0,5.0,177.88,7.9,4.09,-1.71
Baros,2015.0,6.0,74.74,4.0,1.32,-1.9
Baros,2015.0,7.0,28.14,0.79,0.0,-1.18
Baros,2015.0,8.0,48.84,1.34,0.98,-1.24
Baros,2015.0,9.0,54.41,1.0,0.0,-1.34
Baros,2015.0,10.0,56.09,3.0,1.0,-1.62
Baros,2015.0,11.0,390.43,17.98,7.24,-1.49
Baros,2015.0,12.0,355.9,17.73,5.19,-1.81
Baros,2016.0,1.0,250.98,10.95,2.4,-1.1
Baros,2016.0,2.0,371.35,15.64,5.99,-0.22
Baros,2016.0,3.0,410.21,21.57,2.59,0.46
Baros,2016.0,4.0,543.83,24.01,12.92,1.97
Baros,2016.0,5.0,366.36,15.38,8.93,1.86
Baros,2016.0,6.0,378.22,16.74,6.7,2.05
Baros,2016.0,7.0,406.39,14.61,9.78,1.92
Baros,2016.0,8.0,227.98,4.69,4.06,1.98
Baros,2016.0,9.0,857.67,17.83,16.3,2.2
Baros,2016.0,10.0,509.44,23.12,9.61,1.82
Baros,2016.0,11.0,906.71,28.92,21.74,2.35
Baros,2016.0,12.0,207.21,7.45,0.67,1.77
Baros,2017.0,1.0,266.18,11.87,1.23,0.98
Baros,2017.0,2.0,316.1,13.24,6.23,-1.36
Baros,2017.0,3.0,292.95,10.4,1.35,-0.63
Baros,2017.0,4.0,447.52,20.06,8.17,0.04
Baros,2017.0,5.0,317.59,10.82,6.96,0.4
Baros,2017.0,6.0,255.74,7.59,6.15,0.94
Baros,2017.0,7.0,110.43,4.07,1.42,0.6
Baros,2017.0,8.0,56.62,1.37,0.11,0.25
Baros,2017.0,9.0,242.29,5.13,5.0,-0.03
Baros,2017.0,10.0,472.59,18.17,11.39,0.44
Baros,2017.0,11.0,716.58,23.33,13.95,0.96
Baros,2017.0,12.0,285.64,11.3,2.88,1.23
Baros,2018.0,1.0,244.25,12.02,0.96,0.3
Baros,2018.0,2.0,330.1,15.22,4.51,-0.92
Baros,2018.0,3.0,306.09,11.81,4.19,-0.59
Baros,2018.0,4.0,413.97,16.35,7.83,-0.01
Baros,2018.0,5.0,216.59,10.2,4.15,-0.36
Baros,2018.0,6.0,103.97,5.08,1.32,-0.48
Baros,2018.0,7.0,21.03,0.66,0.0,-0.83
Baros,2018.0,8.0,42.99,1.0,1.0,-1.11
Baros,2018.0,9.0,110.15,4.58,2.27,-1.05
Baros,2018.0,10.0,191.66,7.99,2.55,-0.73
Baros,2018.0,11.0,594.23,22.16,10.42,-0.23
Baros,2018.0,12.0,278.79,11.89,2.05,-0.48
Baros,2019.0,1.0,266.69,12.04,1.76,-0.28
Baros,2019.0,2.0,316.38,15.34,1.74,-0.91
Baros,2019.0,3.0,321.81,15.15,3.73,-0.41
Baros,2019.0,4.0,397.81,16.73,6.88,-0.12
Baros,2019.0,5.0,172.51,7.5,1.95,-0.66
Baros,2019.0,6.0,32.76,1.15,0.85,-1.26
Baros,2019.0,7.0,30.81,0.08,0.04,-1.48
Baros,2019.0,8.0,34.61,1.44,0.0,-1.75
Baros,2019.0,9.0,53.95,1.54,1.54,-1.43
Baros,2019.0,10.0,102.37,5.34,1.29,-1.43
Baros,2019.0,11.0,260.13,10.06,3.01,-1.84
Baros,2019.0,12.0,499.53,20.04,9.73,-1.49
Baros,2020.0,1.0,293.16,10.87,4.31,-0.77
Baros,2020.0,2.0,351.22,14.74,6.55,0.66
Baros,2020.0,3.0,316.43,13.53,2.96,-0.02
Baros,2020.0,4.0,418.97,19.39,6.49,0.27
Baros,2020.0,5.0,459.22,15.88,10.33,1.18
Baros,2020.0,6.0,114.32,4.52,0.6,0.81
Baros,2020.0,7.0,120.54,4.0,2.89,0.63
Baros,2020.0,8.0,163.27,1.88,1.88,0.15
Baros,2020.0,9.0,316.98,6.79,5.77,0.53
Baros,2020.0,10.0,355.11,13.99,8.48,0.58
Baros,2020.0,11.0,458.95,18.2,8.1,0.34
Baros,2020.0,12.0,364.53,12.59,6.71,0.04
Baros,2021.0,1.0,281.3,11.0,2.62,-0.47
Baros,2021.0,2.0,368.03,15.67,6.31,-0.02
Baros,2021.0,3.0,220.73,5.22,0.0,-0.66
Baros,2021.0,4.0,341.34,14.33,8.46,-0.99
Baros,2021.0,5.0,308.1,10.16,6.39,-0.81
Baros,2021.0,6.0,220.56,8.03,4.2,0.23
Baros,2021.0,7.0,132.1,3.85,2.66,0.52
Baros,2021.0,8.0,202.05,6.37,4.99,0.73
Baros,2021.0,9.0,390.06,11.09,9.19,0.83
Baros,2021.0,10.0,477.63,15.99,10.78,1.02
Baros,2021.0,11.0,777.79,26.37,19.64,1.36
Baros,2021.0,12.0,321.16,14.97,3.46,1.61
Baros,2022.0,1.0,235.87,12.18,0.35,0.75
Baros,2022.0,2.0,246.91,10.89,1.48,-1.27
Baros,2022.0,3.0,331.2,15.75,3.64,-1.09
Baros,2022.0,4.0,402.58,18.03,6.07,-0.57
Baros,2022.0,5.0,332.52,13.99,4.83,0.44
Baros,2022.0,6.0,246.74,10.36,2.9,0.76
Baros,2022.0,7.0,183.75,6.16,4.2,0.85
Baros,2022.0,8.0,280.27,9.32,6.06,1.21
Baros,2022.0,9.0,670.77,16.26,12.95,1.64
Baros,2022.0,10.0,470.35,17.0,9.99,1.57
Baros,2022.0,11.0,696.12,23.44,19.24,1.68
Baros,2022.0,12.0,329.96,13.83,3.98,1.31
Baros,2023.0,1.0,252.03,8.29,1.25,0.46
Baros,2023.0,2.0,353.34,13.82,3.79,-0.47
Baros,2023.0,3.0,306.1,14.12,3.59,-0.36
Baros,2023.0,4.0,389.33,18.73,6.25,-0.02
Baros,2023.0,5.0,237.2,8.82,5.04,-0.39
Baros,2023.0,6.0,129.68,4.48,2.0,-0.36
Baros,2023.0,7.0,85.51,2.83,1.92,-0.29
Baros,2023.0,8.0,72.32,2.38,0.4,-0.36
Baros,2023.0,9.0,33.03,0.68,0.0,-0.96
Baros,2023.0,10.0,144.76,6.82,1.97,-1.12
Baros,2023.0,11.0,616.93,21.51,14.03,-0.51
Baros,2023.0,12.0,171.59,6.79,0.0,-1.11
Baros,2024.0,1.0,340.75,16.93,2.59,-0.33
Baros,2024.0,2.0,311.64,15.79,2.95,-1.14
Baros,2024.0,3.0,291.76,13.93,3.25,-0.13
Baros,2024.0,4.0,558.15,21.34,13.51,0.83
Baros,2024.0,5.0,105.11,3.47,0.97,-0.25
Baros,2024.0,6.0,211.71,7.89,4.05,0.25
Baros,2024.0,7.0,134.2,5.0,3.46,-0.3
Baros,2024.0,8.0,104.75,2.34,1.8,0.36
Baros,2024.0,9.0,328.46,10.93,7.41,0.44
Baros,2024.0,10.0,163.17,8.94,0.87,0.04
Baros,2024.0,11.0,734.02,24.33,17.53,0.54
Baros,2024.0,12.0,434.78,15.74,6.26,0.68
Baros,2025.0,1.0,359.58,15.06,4.71,1.68
Baros,2025.0,2.0,241.64,10.78,1.18,0.1
Baros,2025.0,3.0,253.41,7.72,3.0,-0.78
Baros,2025.0,4.0,433.86,19.13,8.04,-1.0
Baros,2025.0,5.0,380.27,19.53,4.27,0.45
Baros,2025.0,6.0,244.7,11.95,5.04,1.11
Baros,2025.0,7.0,203.42,7.11,4.89,1.06
Baros,2025.0,8.0,422.36,14.07,11.22,1.64
Baros,2025.0,9.0,441.16,12.52,9.81,1.52
Baros,2025.0,10.0,461.93,20.2,11.49,1.43
Baros,2025.0,11.0,473.73,22.98,8.77,0.86
Baros,2025.0,12.0,415.63,19.0,7.68,0.75
Bojonggenteng,1996.0,1.0,334.22,16.65,3.65,
Bojonggenteng,1996.0,2.0,246.26,8.83,1.77,
Bojonggenteng,1996.0,3.0,242.07,8.03,2.22,-0.17
Bojonggenteng,1996.0,4.0,451.7,16.62,9.84,0.06
Bojonggenteng,1996.0,5.0,134.9,4.78,1.65,-0.55
Bojonggenteng,1996.0,6.0,79.94,3.12,1.01,-0.58
Bojonggenteng,1996.0,7.0,41.38,1.0,0.96,-1.32
Bojonggenteng,1996.0,8.0,233.8,10.74,4.88,0.13
Bojonggenteng,1996.0,9.0,212.39,8.28,3.15,0.43
Bojonggenteng,1996.0,10.0,600.23,22.22,12.86,1.21
Bojonggenteng,1996.0,11.0,365.6,16.55,8.04,0.62
Bojonggenteng,1996.0,12.0,349.74,12.57,7.94,0.83
Bojonggenteng,1997.0,1.0,223.82,7.96,1.0,-1.21
Bojonggenteng,1997.0,2.0,548.54,18.56,14.5,1.0
Bojonggenteng,1997.0,3.0,183.31,8.28,1.15,0.8
Bojonggenteng,1997.0,4.0,354.05,13.3,6.07,1.22
Bojonggenteng,1997.0,5.0,204.78,7.99,2.92,-1.23
Bojonggenteng,1997.0,6.0,26.8,1.05,0.14,-1.09
Bojonggenteng,1997.0,7.0,50.3,1.86,0.81,-1.13
Bojonggenteng,1997.0,8.0,50.25,1.0,0.96,-1.38
Bojonggenteng,1997.0,9.0,30.2,0.22,0.0,-1.25
Bojonggenteng,1997.0,10.0,50.0,2.47,0.0,-1.86
Bojonggenteng,1997.0,11.0,590.08,20.35,14.22,-0.9
Bojonggenteng,1997.0,12.0,264.18,12.83,1.9,-1.29
Bojonggenteng,1998.0,1.0,146.97,4.56,2.26,-0.81
Bojonggenteng,1998.0,2.0,292.48,8.69,3.21,-1.34
Bojonggenteng,1998.0,3.0,332.13,15.93,4.21,-0.57
Bojonggenteng,1998.0,4.0,363.46,16.13,4.2,0.45
Bojonggenteng,1998.0,5.0,406.13,19.95,8.16,1.32
Bojonggenteng,1998.0,6.0,210.6,8.7,3.01,1.1
Bojonggenteng,1998.0,7.0,160.12,5.03,1.5,1.17
Bojonggenteng,1998.0,8.0,190.72,9.38,2.98,0.99
Bojonggenteng,1998.0,9.0,127.82,3.84,1.97,0.41
Bojonggenteng,1998.0,10.0,279.12,14.1,1.16,0.18
Bojonggenteng,1998.0,11.0,454.37,21.25,9.16,-0.26
Bojonggenteng,1998.0,12.0,319.71,13.2,3.18,-0.46
Bojonggenteng,1999.0,1.0,365.03,16.33,5.81,0.01
Bojonggenteng,1999.0,2.0,202.34,9.63,1.77,-0.23
Bojonggenteng,1999.0,3.0,333.68,16.05,3.37,0.42
Bojonggenteng,1999.0,4.0,297.88,14.02,4.03,-0.87
Bojonggenteng,1999.0,5.0,148.08,7.22,0.2,-0.93
Bojonggenteng,1999.0,6.0,61.12,1.2,0.96,-1.65
Bojonggenteng,1999.0,7.0,61.25,2.81,1.57,-1.21
Bojonggenteng,1999.0,8.0,30.33,0.8,0.76,-1.15
Bojonggenteng,1999.0,9.0,70.75,2.87,0.95,-1.02
Bojonggenteng,1999.0,10.0,449.18,18.19,8.44,0.04
Bojonggenteng,1999.0,11.0,319.41,15.93,2.6,-0.33
Bojonggenteng,1999.0,12.0,330.44,12.64,6.03,-0.23
Bojonggenteng,2000.0,1.0,365.11,16.43,5.34,-0.73
Bojonggenteng,2000.0,2.0,310.35,11.89,4.09,0.41
Bojonggenteng,2000.0,3.0,210.73,7.92,1.02,0.31
Bojonggenteng,2000.0,4.0,438.9,21.96,6.44,0.23
Bojonggenteng,2000.0,5.0,357.71,16.89,5.41,0.71
Bojonggenteng,2000.0,6.0,101.52,3.21,1.81,0.7
Bojonggenteng,2000.0,7.0,74.28,2.89,0.07,0.22
Bojonggenteng,2000.0,8.0,123.29,5.58,2.66,-0.15
Bojonggenteng,2000.0,9.0,210.79,10.63,3.66,0.17
Bojonggenteng,2000.0,10.0,324.33,13.45,4.57,0.34
Bojonggenteng,2000.0,11.0,673.35,22.35,15.08,0.7
Bojonggenteng,2000.0,12.0,219.71,11.28,1.25,0.37
Bojonggenteng,2001.0,1.0,478.11,21.68,9.34,1.25
Bojonggenteng,2001.0,2.0,303.57,10.99,3.42,0.4
Bojonggenteng,2001.0,3.0,343.46,15.6,4.42,1.93
Bojonggenteng,2001.0,4.0,390.61,17.08,6.33,0.86
Bojonggenteng,2001.0,5.0,300.27,11.29,3.25,0.89
Bojonggenteng,2001.0,6.0,154.49,6.77,3.5,0.43
Bojonggenteng,2001.0,7.0,123.31,4.52,2.24,0.41
Bojonggenteng,2001.0,8.0,45.64,1.81,1.01,-0.02
Bojonggenteng,2001.0,9.0,299.17,13.28,4.41,0.37
Bojonggenteng,2001.0,10.0,509.73,18.18,9.66,0.81
Bojonggenteng,2001.0,11.0,608.08,21.86,12.36,1.19
Bojonggenteng,2001.0,12.0,194.28,7.43,2.61,0.82
Bojonggenteng,2002.0,1.0,353.53,13.6,7.76,0.1
Bojonggenteng,2002.0,2.0,217.08,10.03,2.29,-0.95
Bojonggenteng,2002.0,3.0,304.39,15.36,2.37,0.23
Bojonggenteng,2002.0,4.0,296.98,11.74,5.2,-1.01
Bojonggenteng,2002.0,5.0,243.68,10.0,6.05,-0.43
Bojonggenteng,2002.0,6.0,100.86,4.31,1.37,-0.73
Bojonggenteng,2002.0,7.0,135.6,6.67,2.72,-0.02
Bojonggenteng,2002.0,8.0,64.51,3.48,1.42,-0.14
Bojonggenteng,2002.0,9.0,56.39,2.92,0.96,-0.47
Bojonggenteng,2002.0,10.0,69.15,1.98,0.0,-1.44
Bojonggenteng,2002.0,11.0,403.36,20.87,5.82,-1.47
Bojonggenteng,2002.0,12.0,318.65,16.37,3.45,-2.0
Bojonggenteng,2003.0,1.0,112.85,3.9,0.0,-1.91
Bojonggenteng,2003.0,2.0,315.44,14.43,2.83,-1.06
Bojonggenteng,2003.0,3.0,197.43,5.6,0.0,-1.84
Bojonggenteng,2003.0,4.0,225.63,8.86,1.61,-1.78
Bojonggenteng,2003.0,5.0,119.97,5.51,1.24,-3.02
Bojonggenteng,2003.0,6.0,27.21,0.98,0.0,-2.74
Bojonggenteng,2003.0,7.0,21.42,0.62,0.0,-2.05
Bojonggenteng,2003.0,8.0,103.64,4.65,3.45,-1.15
Bojonggenteng,2003.0,9.0,180.1,6.02,3.32,-0.24
Bojonggenteng,2003.0,10.0,421.99,16.38,9.16,0.46
Bojonggenteng,2003.0,11.0,468.17,19.64,6.85,0.35
Bojonggenteng,2003.0,12.0,314.62,15.32,5.31,0.31
Bojonggenteng,2004.0,1.0,234.7,6.64,0.12,-0.71
Bojonggenteng,2004.0,2.0,298.51,13.82,2.97,-0.45
Bojonggenteng,2004.0,3.0,290.31,12.05,1.63,-0.17
Bojonggenteng,2004.0,4.0,449.1,18.2,7.64,0.86
Bojonggenteng,2004.0,5.0,236.29,10.91,3.21,0.5
Bojonggenteng,2004.0,6.0,76.59,4.7,0.3,-0.02
Bojonggenteng,2004.0,7.0,126.89,5.55,2.35,-0.22
Bojonggenteng,2004.0,8.0,58.79,1.68,0.0,-0.36
Bojonggenteng,2004.0,9.0,308.85,9.11,5.65,0.46
Bojonggenteng,2004.0,10.0,151.06,6.18,1.42,-0.06
Bojonggenteng,2004.0,11.0,420.51,18.8,7.2,-0.2
Bojonggenteng,2004.0,12.0,439.69,17.0,8.05,-0.69
Bojonggenteng,2005.0,1.0,293.9,14.2,3.65,0.09
Bojonggenteng,2005.0,2.0,365.23,16.95,6.55,0.89
Bojonggenteng,2005.0,3.0,271.91,12.1,3.0,0.63
Bojonggenteng,2005.0,4.0,243.55,10.1,1.44,-0.45
Bojonggenteng,2005.0,5.0,227.25,9.08,3.08,-1.22
Bojonggenteng,2005.0,6.0,295.87,11.5,8.77,0.01
Bojonggenteng,2005.0,7.0,88.35,4.2,0.49,0.55
Bojonggenteng,2005.0,8.0,165.28,3.25,2.46,0.95
Bojonggenteng,2005.0,9.0,179.96,5.0,4.28,0.26
Bojonggenteng,2005.0,10.0,266.61,12.16,1.33,0.22
Bojonggenteng,2005.0,11.0,331.57,15.17,6.44,-0.52
Bojonggenteng,2005.0,12.0,378.77,19.66,2.75,-0.88
Bojonggenteng,2006.0,1.0,370.73,17.36,3.65,-0.33
Bojonggenteng,2006.0,2.0,263.89,12.48,2.1,0.46
Bojonggenteng,2006.0,3.0,273.54,11.82,2.26,0.47
Bojonggenteng,2006.0,4.0,341.48,19.07,1.43,-0.47
Bojonggenteng,2006.0,5.0,198.32,8.01,2.88,-0.67
Bojonggenteng,2006.0,6.0,88.42,5.28,1.34,-0.81
Bojonggenteng,2006.0,7.0,45.56,1.39,0.84,-0.81
Bojonggenteng,2006.0,8.0,32.21,0.79,0.35,-1.03
Bojonggenteng,2006.0,9.0,34.83,1.0,0.96,-1.41
Bojonggenteng,2006.0,10.0,146.32,6.62,2.92,-1.3
Bojonggenteng,2006.0,11.0,236.14,10.7,3.21,-1.99
Bojonggenteng,2006.0,12.0,509.79,24.11,9.97,-1.37
Bojonggenteng,2007.0,1.0,177.83,5.4,2.22,-1.31
Bojonggenteng,2007.0,2.0,230.47,10.64,1.99,-0.05
Bojonggenteng,2007.0,3.0,310.2,14.25,2.7,-1.01
Bojonggenteng,2007.0,4.0,427.22,18.02,8.98,0.29
Bojonggenteng,2007.0,5.0,260.79,11.48,3.83,0.65
Bojonggenteng,2007.0,6.0,150.61,5.76,2.22,0.4
Bojonggenteng,2007.0,7.0,47.09,1.04,0.0,-0.12
Bojonggenteng,2007.0,8.0,95.55,3.02,1.19,-0.18
Bojonggenteng,2007.0,9.0,91.74,3.56,1.75,-0.59
Bojonggenteng,2007.0,10.0,207.16,7.37,2.27,-0.47
Bojonggenteng,2007.0,11.0,482.3,15.94,9.77,-0.51
Bojonggenteng,2007.0,12.0,859.9,25.58,17.8,1.86
Bojonggenteng,2008.0,1.0,221.99,9.79,1.45,2.18
Bojonggenteng,2008.0,2.0,416.74,18.38,7.53,2.65
Bojonggenteng,2008.0,3.0,232.32,8.23,0.83,0.2
Bojonggenteng,2008.0,4.0,503.92,20.13,13.25,1.74
Bojonggenteng,2008.0,5.0,167.02,8.27,4.21,-0.0
Bojonggenteng,2008.0,6.0,49.28,1.95,0.88,-0.26
Bojonggenteng,2008.0,7.0,16.41,0.76,0.0,-1.49
Bojonggenteng,2008.0,8.0,123.39,4.66,3.55,-0.85
Bojonggenteng,2008.0,9.0,99.87,4.43,2.39,-0.56
Bojonggenteng,2008.0,10.0,271.87,9.59,4.89,-0.13
Bojonggenteng,2008.0,11.0,515.0,21.9,11.72,-0.18
Bojonggenteng,2008.0,12.0,396.56,17.15,5.85,0.21
Bojonggenteng,2009.0,1.0,333.18,15.78,5.34,0.59
Bojonggenteng,2009.0,2.0,289.35,12.71,2.98,0.49
Bojonggenteng,2009.0,3.0,249.74,10.05,1.74,0.21
Bojonggenteng,2009.0,4.0,279.48,12.39,1.63,-1.01
Bojonggenteng,2009.0,5.0,381.51,14.44,6.11,0.05
Bojonggenteng,2009.0,6.0,177.1,7.52,3.29,0.39
